lead_id,market,beds,sqft,baths,age,lot_acres,school_score,month,true_U,true_value,day,v_hat,v_lo,v_hi,unc_halfwidth,v_hedonic,rate_dev,true_demand,urgency,has_agent_quote,repair_true,repair_est,analyst_id,in_experiment,exp_offset,v2,spread_algo,spread,offer,past_hpa_12m,true_self_apprec,true_seller_belief,true_log_reservation_net,true_k,true_accept_intercept,true_p_accept,accept,v_hat_resale,true_value_at_list,list_exp_offset,list_exp_arm,in_list_experiment,list_ratio,list_price,dom,sold_60d,true_p_sold_60d,sale_price,holding_cost,gross_profit,contribution,true_list_ratio_policy,seller_stated_value
7570,0,4,2217.0,3.0,2.7,0.234,6.1,8,0.06785427069627477,295177.685964397,218,289728.1028372134,272558.7549381158,310011.4305642533,0.06437748213683836,283025.2028457298,-0.004516536969107054,-0.9211920210842284,high,0,1780.6909226236253,1500.0,3,0,0.0,0,0.06075099285473535,0.06169144065834941,255867.95363211457,0.01,0.03142614462776114,304601.2806886656,12.5023217127794,12.0,0.7565569330239189,0.5393429478345928,1,289879.109584714,295331.53304328147,0.0,0.0,1.0,0.9803022603335123,284169.14634936105,11.0,1.0,0.9274174466204805,280759.1165931687,2613.3474875916645,23110.472038430504,13478.14663600962,0.9803022603335123,
7825,2,4,2352.0,3.5,8.7,0.184,6.1,9,2.1433023581458293,422299.5774792668,269,376614.694986438,353458.42340342817,397448.0990225662,0.0586492463939603,371899.51275366626,-0.005508564695480843,-0.38621310310188184,low,1,1000.0,1000.0,21,1,0.0,0,0.06445969855758413,0.02917405688478275,345796.5817019366,0.05,0.06387934011706752,450156.0504974879,12.928597073895375,45.0,0.6508352745614575,0.0007285215706734627,0,376940.93144795153,422665.38774022984,,,,,,,,,,,,,1.0244593682455805,
11704,1,5,2806.0,3.5,40.1,0.344,8.2,3,0.20707367415582614,379224.66558140254,441,398999.9440520297,360372.2204608035,442240.4034300403,0.10235809518012928,410582.1758739191,-0.0007873720091315217,0.6990041159327558,medium,1,8447.11457477671,7000.0,9,1,0.0,1,0.07894323807205172,0.08993684286883441,336165.15157654707,0.03,0.08435610788992255,412602.60841703595,12.815490049572706,33.0,1.1414349844137137,0.13788984542648003,0,399686.9240142171,379877.5973682493,,,,,,,,,,,,,0.9943356424403871,
19453,1,4,2185.0,3.0,48.0,0.18,4.0,8,0.7052904190801647,299830.81384774804,212,277369.2156546517,246142.04133071264,308868.3221003922,0.11350313546057933,270165.8556908701,-0.0035329550527293703,0.4391608461789109,medium,0,8351.06451289683,8600.0,20,0,0.0,0,0.08340125418423175,0.06958863608121553,235599.00946359534,0.03,0.052790218664800534,316084.1831237218,12.566121261259935,22.0,0.7784318232228274,0.028230042954461798,0,277846.77735891484,300347.0489105101,,,,,,,,,,,,,1.0298789826512555,322626.715752694
2808,5,3,1638.0,2.5,7.4,0.07,6.1,5,0.0655733412899541,357484.09219436126,499,353960.86729911,339963.7875163315,372957.78641901555,0.046313067733445124,364396.9747243629,0.005138686046092024,-0.5314707936730886,medium,1,3257.7856739524996,5100.0,7,0,0.0,1,0.05952522709337805,0.05915720890295834,310223.48696386867,0.09,0.15714430061153745,418315.1786878433,12.827777566014307,33.0,1.0853055027121492,0.007070263339248311,0,355429.5989799488,358967.44320886215,,,,,,,,,,,,,0.990187629722761,428303.60302268405
16065,4,3,2102.0,2.5,10.0,0.214,3.7,12,0.6627602862979146,381240.64438971673,349,365955.7783840866,344487.7894527562,387299.8840208466,0.0585703207492827,369933.392261281,-0.0014601397818396677,1.159660710496551,low,0,1992.1999198572096,1900.0,3,1,-0.01,1,0.061428128299713086,0.06027666796811961,323699.3945202099,0.02,0.05344589971714227,402170.7252063674,12.819169340604589,30.0,0.8320104606164738,0.042453997959639986,0,366245.5801797117,381542.55032982037,,,,,,,,,,,,,0.9991565148360153,
24827,0,2,1689.0,2.0,60.8,0.351,6.5,2,2.6810708538642887,244453.97569827468,396,208539.95892682497,190239.70570191322,235975.93164812925,0.1077224646624737,205410.66080849725,-0.0035449047886846044,-0.5375501043917355,medium,1,3555.833293511079,3100.0,23,1,0.02,1,0.0780889858649895,0.0782175784263262,178701.47038810194,0.01,0.10941417441326423,272718.7998509905,12.380121970858657,33.0,1.0271677359630262,0.00021767632778309402,0,208648.65028473287,244581.3854987818,,,,,,,,,,,,,1.0540790441391044,
14171,3,3,1815.0,2.5,25.1,0.253,4.6,12,-0.5274645669208674,295652.3506920069,359,303966.5643712162,290123.43319658074,333435.43109369534,0.06957138627975912,309486.31810706825,-0.0015702371552956751,-0.24844046678269033,medium,0,6118.205851679357,4300.0,20,0,0.0,1,0.06282855451190365,0.08521163925064866,258566.74692519626,0.07,0.1527027102070167,344428.65899778175,12.63059242859066,22.0,0.8742245756381412,0.05652922688860141,0,304916.4683032257,296576.2724760068,,,,,,,,,,,,,1.0217816560519386,
18454,4,2,1844.0,1.5,12.6,0.05,7.7,2,-0.16875648509060287,335212.27133533504,392,341908.1121632465,324213.88321994676,358908.8821797059,0.0508325573968218,346985.8258933708,-0.004096616239952634,-0.9470199824766368,medium,0,4735.77626833323,5200.0,1,1,-0.01,1,0.05833302295872873,0.02433092301674042,311293.7665992411,0.02,0.02848325368958988,344897.4859227844,12.613576739290167,22.0,1.0120573354351026,0.8557216076424642,1,342178.8705190271,335477.72722887906,0.0,0.0,0.0,0.9915168641939335,339276.12069044774,52.0,1.0,0.6757401966828314,329305.69242459704,6168.0223434249665,13276.149557022694,-1124.515097017199,0.9915168641939335,343895.5772399378
15252,5,3,1303.0,2.5,19.5,0.085,7.9,5,1.64276640896454,355895.45633943233,493,336635.24598531396,305271.7945414804,359295.33101651,0.08147109496886795,330175.2735422785,0.006719322591354868,-0.5314707936730886,medium,0,2160.7379762453684,2900.0,24,0,0.0,1,0.07358843798754719,0.06602260725444692,294677.94705235574,0.09,0.013996006616546715,360911.59255577024,12.690837375458596,22.0,1.101619986580236,0.2617758456692728,0,338032.08641696477,357372.2154393319,,,,,,,,,,,,,1.0126030797093646,368594.7189500386
20990,1,3,1671.0,1.5,7.8,0.345,6.0,8,0.7445382256275748,275654.394673326,233,267544.31564184104,247074.11979858205,280172.4147774648,0.06285840447787105,261777.14065400706,-0.004451421643548723,0.4391608461789109,medium,1,1000.0,700.0,10,0,0.0,0,0.06314336179114843,0.03643839471300509,243718.21448317074,0.03,0.03499856309722843,285472.713744098,12.468755264201127,33.0,0.7090278468023643,0.19223500041536787,0,268004.96127997455,276129.0038767919,,,,,,,,,,,,,1.0209161207546686,280158.7813887932
24653,1,3,1730.0,2.0,35.9,0.098,8.9,5,-0.7908845093531681,253844.212823608,499,239974.55659749184,224719.27524710243,268610.78027148993,0.08920573033475421,260476.6375824297,0.005138686046092024,0.11254893635902934,low,0,13947.99403528008,14000.0,10,1,-0.02,1,0.07368229213390169,0.06899921514400885,197417.77270785876,0.03,-0.024019763743717948,247819.57959337436,12.360368621530757,30.0,1.0853055027121492,0.019200531432523787,0,240387.73387802747,254281.27024761683,,,,,,,,,,,,,0.9958003134825193,253206.66878429346
7448,5,5,2586.0,3.0,30.2,0.107,5.7,1,0.8135758499670059,482093.0581070739,8,480971.6885314975,447713.1504406168,529394.0769145932,0.08379018164215246,492936.42448430986,0.004723243078678696,2.8134390383930845,high,1,6316.783753821913,6400.0,4,0,0.0,0,0.074516072656861,0.0668747369095343,418358.2489734442,0.09,0.11135623874546402,538880.2635982732,13.066095087194077,18.0,0.9343196930283162,0.22067954752101498,0,482967.441231289,484093.4638382418,,,,,,,,,,,,,1.0216395400049743,548701.2796301408
3960,4,2,1535.0,2.0,33.1,0.296,4.8,3,-0.25527423069106703,277261.3112941199,422,297581.39601142885,270701.324776273,325064.2767079051,0.09150342338080009,297343.9731184001,-0.001158224013221889,-1.5288787955381482,medium,1,7779.799726222943,8700.0,13,1,0.01,1,0.07460136935232003,0.10863315982774209,241675.11885618523,0.02,0.06686192670986704,296433.33408805286,12.484682152865663,33.0,1.107792656591452,0.1370298925703532,0,297817.0518693293,277480.87559837877,,,,,,,,,,,,,0.9757146462998579,297290.0998209074
14517,1,3,1633.0,1.5,36.3,0.17,6.3,8,-1.3673698944339288,217494.802861765,234,228867.44595283613,208270.694819946,259495.28782345194,0.10994994638464828,231105.2090323073,-0.004566220363733037,0.4391608461789109,low,0,11900.256581788948,8400.0,16,0,0.0,0,0.08197997855385933,0.07097852863229284,192779.39908963122,0.03,0.04739956056771838,228052.19220155454,12.224491841990218,30.0,0.7062789896582399,0.27900104865456116,1,229261.499515275,217869.27552441394,-0.03,-1.0,1.0,0.933274494243919,213963.91000972074,19.0,1.0,0.9499783725070585,211396.34308960408,2467.1910673715734,6716.687418183916,-1035.4122264277598,0.933274494243919,230796.89056234306
10057,1,4,1797.0,3.0,55.2,0.189,7.0,2,-0.9043108171039514,252717.78791216816,419,263950.5580849943,237556.42750322926,290958.40053274727,0.1013875593574447,262741.54760350357,-0.0018833315499973292,1.1096750817303662,high,0,13180.300282472326,11600.0,19,0,0.0,1,0.07855502374297789,0.11548001246369946,208672.01644328903,0.03,0.05193343836320631,266189.0689185094,12.335753420661723,12.0,1.100340272043669,0.5133786088321779,0,264405.0161547652,253152.9059089801,,,,,,,,,,,,,1.0159428056674584,263766.1266513655
11947,5,3,2185.0,2.0,3.9,0.175,6.2,2,0.9568643870219253,473616.14485351474,390,449158.45900034485,427671.116885745,477113.23747457366,0.05469968806687042,448892.127358827,-0.0038344252805024752,0.5803016635419136,medium,1,1000.0,900.0,5,0,0.0,1,0.06287987522674818,0.0835515670642661,388272.6429406778,0.09,0.10699322667128394,527100.0608478492,13.064792332879382,33.0,1.004298400653079,0.004313994797429741,0,451022.2053050828,475581.37632616586,,,,,,,,,,,,,0.9880121109729358,
8729,5,3,2221.0,2.0,17.9,0.243,3.6,1,1.5826402801021187,424661.7987934519,19,412728.42857319297,380080.1375164299,442023.0004086268,0.07548989957981611,411752.8145161232,0.008163468750739342,2.8134390383930845,medium,0,1000.0,1100.0,11,1,-0.02,0,0.07119595983192645,0.04164020556036299,373805.91053814,0.09,0.06139759668541675,451552.06475192885,12.926879699026331,22.0,0.9803174154230911,0.24634303908585925,0,414441.0114450052,426423.8982093822,,,,,,,,,,,,,1.05621276022592,
15826,0,2,1122.0,1.0,29.8,0.224,6.4,9,0.6128449707468678,154442.63485087059,247,155917.31082411567,138624.54028751896,175814.58404898536,0.11883040528063038,156677.53947753538,-0.0056847456132092045,0.20486623516698693,medium,0,2893.3662001376147,2400.0,8,0,0.0,0,0.08253216211225216,0.0779412525847881,133569.05477762656,0.01,0.08090787696683271,167457.67100219207,11.916643369439884,22.0,0.6760401773162728,0.13730121581085905,0,155998.57517422887,154523.13059752365,,,,,,,,,,,,,0.9837038377036147,168431.94379999634
3861,5,2,1261.0,1.5,45.6,0.193,3.9,12,-0.5597120168964972,244607.47106752038,338,258077.9724802642,229952.44815438488,283987.18267158535,0.10552828265573222,260454.71415834475,-0.002679348078276764,-1.9930575978647194,low,1,13841.293048137442,13100.0,23,0,0.0,1,0.0832113130622929,0.09251381562596296,208198.29589308947,0.09,0.09404288138216207,268727.4444225531,12.387591836209728,45.0,0.7879426645648974,0.003786163445999026,0,259148.84592794423,245622.4497708671,,,,,,,,,,,,,0.9693896456025729,272599.63350786245
18551,0,3,1798.0,2.5,12.6,0.193,9.3,10,0.3930767563457759,247062.9047389151,298,249273.91697879048,235284.8171853013,259744.78905306442,0.049451400041286675,257245.15450292928,-0.007732681779902961,0.43599085572380913,low,0,2021.166440075535,1100.0,7,1,-0.01,0,0.05478056001651467,0.05584418908216188,221789.72137683624,0.01,0.06829006128297557,264524.2793695113,12.379552804327847,30.0,0.6714680029536666,0.1930105416971862,1,249403.83894035063,247191.67431738312,0.0,0.0,0.0,1.0033700234976213,250244.33573797657,57.0,1.0,0.8341273419550174,242136.3407931083,4771.10277097405,18325.452976196528,7500.94168539477,1.0033700234976213,
23832,1,4,1804.0,3.0,32.7,0.087,5.9,2,0.31662921192542015,262022.15931279096,413,250216.89392990444,233952.9118339657,271503.2801005026,0.0744271785366708,256319.59521054573,-0.0008931351435990742,1.1096750817303662,medium,0,5736.558212204228,7200.0,20,0,0.0,1,0.06777087141466832,0.07379137004250902,212042.2018225404,0.03,-0.0047676413677091856,260775.9048346519,12.357015499327915,22.0,1.0838542557409965,0.2787654698433026,0,250647.7060011668,262473.2971532351,,,,,,,,,,,,,1.015047757045985,258999.3093230393
8771,0,3,1564.0,2.5,26.4,0.234,7.1,3,0.1401816597130967,224932.8549245521,60,214079.9561914099,194878.43188680502,232149.07180586518,0.08750188913746193,215349.06515063954,0.004698853493368347,-1.2668119245886917,medium,1,6952.393119062978,9100.0,16,0,0.0,0,0.07000075565498479,0.0649227829772843,180377.29184623796,0.01,0.06990465324200287,241219.32656219817,12.295721405553847,33.0,1.1146909895689507,0.005212252311979938,0,214191.53500469372,225050.09028589804,,,,,,,,,,,,,0.9919464651195907,
6663,0,4,1955.0,3.0,16.2,0.196,5.9,3,-2.739080189896094,220015.14518531534,439,251082.73031307687,240461.81363920667,270475.9719006346,0.05881098399273288,249431.29770940752,-9.347393269827685e-05,-1.0743694751475072,low,1,16716.97601500797,15600.0,8,0,0.0,1,0.05852439359709316,0.09057009364798387,200188.00739957616,0.01,0.010093049196625917,222247.0130994022,12.228020300430163,45.0,1.1390587066479765,0.5482731753297553,1,251213.59503102058,220129.81742853223,0.0,0.0,1.0,0.935143398436204,234920.73499068487,67.0,0.0,0.3536726263871701,219128.24530580133,5358.1054648810605,2223.2618912172,-8613.049706308895,0.935143398436204,
4247,2,2,1488.0,1.0,5.4,0.281,6.1,1,1.5378857742846397,278141.659913736,360,256857.96945563785,242511.15013318558,271212.3321474623,0.05592716915069129,254324.40151970775,-0.001386992084585979,1.88980292957475,medium,1,1000.0,1200.0,22,0,0.0,1,0.06337086766027653,0.05559622244306449,228534.73817672645,0.05,0.06335441689269267,296333.3398487709,12.484047286833606,33.0,0.8785088003156384,0.019968748049104937,0,257080.46856728237,278382.59568214254,,,,,,,,,,,,,1.0516385661542598,298193.95578291605
22786,0,4,2235.0,3.5,28.6,0.329,7.0,9,-0.184839955128379,276985.70823341125,267,289942.3393233895,268671.1223010052,318425.87610336835,0.08495084094450966,292494.19998388266,-0.004815430742301677,0.20486623516698693,high,0,8006.797274997378,7100.0,17,0,0.0,0,0.06898033637780387,0.057009214351237535,251815.83738523367,0.01,0.0186851405684735,282209.8803281844,12.40595416070113,12.0,0.6516857876831464,0.7345195488639882,1,290093.4577312871,277130.0736246001,0.0,0.0,0.0,1.02472563814662,297266.20359585277,10.0,1.0,0.4656753014434768,281595.268678601,2551.492586045828,21772.634018369972,12181.25971535912,1.02472563814662,
24913,5,5,2561.0,2.5,11.7,0.328,7.5,3,0.6881512731807664,615143.9686084487,449,579061.9490312428,527104.5668662004,613319.8108591316,0.0757437831098704,576011.9937608448,-0.0010824456302428115,0.6284214804368992,medium,0,2975.7383127216845,4200.0,8,1,-0.02,1,0.07129751324394817,0.048690299334975186,517714.15194785525,0.09,0.06714759426083788,657867.7543991674,13.278415901388666,22.0,1.148055552354483,0.17958430013212248,1,581464.7192476231,617696.4582151845,0.0,0.0,0.0,1.0271780685368848,597267.8072391155,2.0,1.0,0.984321193797878,590100.5935522461,4076.596121179949,69410.70329166917,50581.59233168307,1.0271780685368848,671846.9733762371
18410,4,5,2812.0,3.5,9.8,0.092,6.9,3,0.9691756625275199,519997.29246036045,88,525257.0815392564,475150.8762250302,554453.907111632,0.07717564522048193,517356.92581085715,0.003971739871135159,0.17643519646380076,high,1,1618.7949063255378,1500.0,23,1,0.02,0,0.06887025808819278,0.08013101625947969,455404.8437210645,0.02,0.00504307135030322,522626.29947130644,13.051209717402326,18.0,1.149608855288891,0.6789152462022608,1,525673.0346526818,520409.0803264808,0.0,0.0,0.0,1.0116756429523022,531810.6053149396,13.0,1.0,0.753626876584324,518640.77972451295,4968.931991361365,61617.141097122905,43682.18961264872,1.0116756429523022,539492.6515225731
12237,4,5,2660.0,3.0,18.7,0.337,4.7,7,0.0826696569658169,473245.2711858202,206,475605.93198145885,452101.9421672855,517120.4910758295,0.06718410767857463,486486.00010289735,-0.00295849354468677,0.12126592473290639,low,0,5707.21026286737,5600.0,2,0,0.0,0,0.06487364307142986,0.07423000519598202,410921.4045801623,0.02,0.08134211122450621,513348.9914260228,13.08627437919743,30.0,0.8016024308358835,0.01795247735502568,0,475982.56615760655,473620.03594555793,,,,,,,,,,,,,0.9844728679157729,510498.75779828866
9082,0,4,2278.0,3.0,3.6,0.136,3.8,1,1.634422730806833,282935.7697689673,15,270308.188853417,251799.05249314744,277275.4866904849,0.04819009504157634,256117.21726966137,0.006848802729009451,-0.32610003874324317,high,1,1000.0,1100.0,20,1,0.0,0,0.05427603801663054,0.04238796828952005,244234.9644732299,0.01,0.022706708353110224,289433.8050784987,12.426395282848901,18.0,0.9638383237790468,0.6444362656340638,0,270449.07391089614,283083.23634168156,,,,,,,,,,,,,1.0255194482358831,285199.7397175367
24582,4,3,1515.0,2.0,32.5,0.103,3.6,4,0.15530192620461428,271260.8800141617,474,262674.76985420677,243920.58052261837,292148.38919099636,0.09020958634992926,271502.5706430554,0.002881842605816501,-0.559649997438523,low,0,6818.274848805462,7000.0,6,1,-0.01,1,0.07408383453997172,0.07713773735760374,222278.8939540136,0.02,0.07455962733842791,292259.07207406394,12.507157511514572,30.0,1.1384202491576114,0.008786961127424185,0,262882.7830199102,271475.6925536933,,,,,,,,,,,,,0.9882878489286873,289060.18560939224
9073,5,4,2511.0,2.5,9.7,0.116,5.4,2,-1.061635894526745,468917.9398338816,391,475209.92153888545,445796.88440545107,493348.7809832194,0.05067647912413609,480519.13705388556,-0.004063549841198549,0.5803016635419136,medium,1,6686.708500274408,10600.0,21,1,0.02,1,0.061270591649654434,0.07977137294084576,402941.2775856727,0.09,0.1402091242441835,539496.8300757812,13.102812074644968,33.0,1.0081938981376077,0.004199494838337428,0,477181.7662575935,470863.6764889048,,,,,,,,,,,,,0.9581528453690855,
19637,2,2,1893.0,2.0,4.1,0.223,4.7,12,1.4217376112209843,296114.5335133913,331,295184.77970572887,277845.9278763412,314040.6458349324,0.06122783954061539,285886.6483778856,-0.002106841058240152,-0.7949742957139652,medium,1,1000.0,600.0,10,1,0.01,1,0.06549113581624616,0.06822557269465294,259686.3900742741,0.05,0.018468042462574413,301633.99928070616,12.505076719775905,33.0,0.761891171708095,0.38058854288279403,0,295440.47880431905,296371.03799636057,,,,,,,,,,,,,1.0500254827716236,308653.9308427129
14717,1,5,2729.0,3.5,8.0,0.076,7.3,11,-0.2610733411819371,361656.93808537227,325,372732.9413269892,352027.15263699205,383366.21100707893,0.04264119302975722,380758.52394903556,-0.002074522816049502,0.014069270045269273,low,0,2920.5381212061784,2300.0,14,0,0.0,1,0.05505647721190289,0.06522892003279122,327483.3270372345,0.03,0.08759383207071952,394764.7073075466,12.813270946313956,30.0,0.7411419247774557,0.06409103149011568,1,373374.6959581764,362279.6225577749,0.03,1.0,1.0,1.0644236693816358,397428.86392605474,24.0,1.0,0.33102350025256055,371438.6144599053,4428.067342964632,41034.74930146463,27320.716597002363,1.0644236693816358,401078.23836951336
8282,1,5,2705.0,2.5,13.6,0.434,3.2,7,0.9028717719628697,371724.2486726764,198,370496.10396719194,342444.66913161083,388322.9206862844,0.06286358430891603,355032.84289905836,-0.003785831486883744,-0.84371704024705,high,0,1866.166862170704,1700.0,16,1,-0.02,0,0.06314543372356642,0.022137789139356674,342069.33414225344,0.03,0.032590167832243305,384038.3741289317,12.745087529576333,12.0,0.8340836268179982,0.6913115329646123,1,371134.00731351617,372364.266582714,0.0,0.0,0.0,1.0008883086422762,371463.68885965535,165.0,0.0,0.7699322329917585,343050.798293254,15894.282860192534,-884.7027111701582,-25355.25552869404,1.0008883086422762,
13420,0,4,2037.0,3.0,62.6,0.094,10.0,11,0.5632981397164065,281932.2448173814,322,237056.56536113063,218986.58296963616,274906.291071629,0.11370990844717621,258612.51621852655,-0.0028244649821172127,-0.30902530899669084,low,0,11653.334940344726,9300.0,3,0,0.0,1,0.08048396337887048,0.07784733864395775,197449.51437163266,0.01,0.03471723132763742,291892.0396837963,12.50894257303646,30.0,0.7313890952917637,0.00016006958006493387,0,237180.1196196175,282079.1883512965,,,,,,,,,,,,,0.988364691277157,
9116,1,2,1012.0,1.5,25.8,0.216,6.1,3,-1.201544315690438,165644.09143099937,81,170163.086856329,156055.47394871345,184741.96952148006,0.08437427293969524,172843.47808937915,0.005073033252706243,-1.0934028106605396,low,0,10227.957691285432,9400.0,7,1,-0.02,0,0.07174970917587811,0.07167196290225043,140059.0100650133,0.03,0.035794978903950045,171680.71404202897,11.953630555582684,30.0,1.1461184541880232,0.12257968693457459,0,170456.0659224088,165929.2898962227,,,,,,,,,,,,,0.9645892242876934,166237.41333267195
1457,0,2,1402.0,1.0,5.1,0.296,7.0,11,-2.6766891833073183,178457.14796289784,300,199498.6154464199,190211.55093301943,211090.80937205764,0.05207576916845458,198323.6390686083,-0.006809320433897985,-0.30902530899669084,low,0,10964.504484413916,13900.0,4,0,0.0,1,0.05583030766738184,0.10085750818517321,155502.75143378085,0.01,0.07768972683510095,192874.2132868384,12.08124019443968,30.0,0.6750922825869392,0.04190457331531596,0,199602.5944417415,178550.16011193767,,,,,,,,,,,,,0.9616449774782895,194222.6001937253
